Name,Content Set,Type,Solutions,Description
Patch - Repositories,Patch Service Objects,Sensor,Tanium Patch,Returns repository information for repositories defined and enabled on the endpoint
Patch - Repository Variables,Patch Service Objects,Sensor,Tanium Patch,Returns repository variables key:value pairs with corresponding operating system from an endpoint
Patch - Requires Patch 1 Cleanup,Patch Service Objects,Sensor,Tanium Patch,Returns Yes if a running TaniumPatch.vbs process is detected or if a Tanium Client\Tools\PatchMgmt directory is present.
Patch - Requires WSP Cleanup,Patch Content Set,Sensor,Tanium Patch,Returns Yes or No if the systems has files leftover from Windows Security Patch that need to be cleaned up
Example: Yes,,,,
Patch - Scan Age,Patch Service Objects,Sensor,Tanium Patch,Returns the number of days since the last scan.
,,,,
Example:,,,,
Days Since Successful Scan,,,,
No scan results found,,,,
0 Days,,,,
5 Days,,,,
30 Days,,,,
More than 30 days,,,,
Patch - Scan Configurations,Patch Service Objects,Sensor,Tanium Patch,Returns the enforcement status for Scan Configurations
,,,,
Example:,,,,
Type|ID|Status|Reason|OS|Version,,,,
Scan Configuration|1|Enforced||Windows|1,,,,
Patch - Scan Errors,Patch Service Objects,Sensor,Tanium Patch,Returns error messages for Scan Configurations defined in the Patch Workbench
,,,,
Example:,,,,
ID|Error Message,,,,
1|Missing Cab File,,,,
2|Failed to start Windows Update Service,,,,
Patch - Self Service Activity,Patch Service Objects,Sensor,Tanium Patch,Return the self service activity for deployments
Patch - Self Service Deployments,Patch Service Objects,Sensor,Tanium Patch,Return Patch self service deployments
Patch - Supported Scan Types,Patch Service Objects,Sensor,Tanium Patch,Returns the supported package scan types for the endpoint.
Patch - Tanium Scan Product Applicability,Patch Service Objects,Sensor,Tanium Patch,Returns a list of applicable Windows products as found by Tanium Scan.
Patch Installation History,Patch Content Set,Sensor,Tanium Patch,Returns a list of patches that were installed along with the date and the tool that installed them (AV Definition updates and Windows Store updates are excluded)
Patch Installation History - Linux,Patch Content Set,Sensor,Tanium Patch,Returns a list of patches that were installed along with the date and the package manager that installed them
Path Permissions,Core Content,Sensor,Tanium Core Content,Returns the permissions of the given file or folder path
Example (Windows): NT AUTHORITY\SYSTEM (I)(F),,,,
Example (non-Windows): User root: r-x,,,,
PCI Device,Core Content,Sensor,Tanium Core Content,Returns the names of PCI devices in the system.
Example:Intel(R) 82371AB/EB PCI Bus Master IDE Controller,,,,
Performance - Active Profile,Performance,Sensor,Tanium Performance,"Returns the id of the active profile or ""None"" if there is no active profile, as well as the revision of the profile."
Performance - Affected Disks,Performance,Sensor,Tanium Performance,"Returns affected disks for disk events that occurred in a given duration for a given category. Categories: 'Disk Capacity', 'Disk Latency'"
Performance - Application Crashes,Performance,Sensor,Tanium Performance,"Returns application crashes including process, crash count and version over the specified duration."
Performance - Application Details Metric Analysis,Performance,Sensor,Tanium Performance,Will return the utilization of a given metric over a certain time for the processes that make up an application.
Performance - Application Health Data,Performance,Sensor,Tanium Performance,Returns the average daily CPU and Memory Utilization as well as the daily Application Crash count for configuration Applications.
Performance - Application Metric Analysis,Performance,Sensor,Tanium Performance,Will return the utilization of an application (as defined by the processes in the parameter of this sensor).
Performance - Boot Metrics,Performance,Sensor,Tanium Performance,"Boot metrics that include count, average, maximum, and minimum values in seconds over a specified duration."
Performance - Configured,Performance,Sensor,Tanium Performance,"Returns the endpoint configured state in regards to Performance. Return value examples: ""Not Configured"", ""Configured"", ""Unsupported"". If Not Configured, the endpoint will return why it is not configured. Return value examples: ""Needs Tools"", ""Needs Profile""."
Performance - Coverage Status,Performance,Sensor,Tanium Performance,"Returns the Performance coverage status. Return value examples: ""Optimal"", ""Needs Attention"", ""Unsupported"". See Performance - Configured sensor for reasons why the endpoint needs attention."
Performance - Daily Stream Stats,Performance,Sensor,Tanium Performance,"This sensor is used to collect the statistics recorded for Stream. The results are reported as a RFC 3339 date and the total bytes transferred for that date. The bytes transferred are grouped into the following buckets: ""0 B"", ""<= 10 MB"", ""<= 50 MB"", ""<= 100 MB"", ""<= 200 MB"", ""<= 1 GB"", ""1 GB+"". Note that this sensor will return the sum of bytes sent by all streams on the endpoint."
Performance - Endpoint Criticality with Level,Criticality,Virtual Sensor,Criticality,
Performance - Endpoint Score,Performance,Sensor,Tanium Performance,The Performance Score is determined by a weighted average of the scores per event type to compute an overall health score for a single endpoint within the last 24 hours. Each profile can have its own weights.
Score Breakdown:,,,,
Very Poor: 1-25,,,,
High: 26-50,,,,
Fair: 51-75,,,,
Good: 76-100,,,,
Performance - Endpoint Score Details,Performance,Sensor,Tanium Performance,The Performance Score is determined by a weighted average of the scores per event type to compute an overall health score for a single endpoint within the last 24 hours. Each profile can have its own weights.
Score Breakdown:,,,,
Very Poor: 1-25,,,,
High: 26-50,,,,
Fair: 51-75,,,,
Good: 76-100,,,,
Performance - Endpoint Score Details with Health,Performance,Virtual Sensor,Performance,
Performance - Event Category Match Count,Performance,Sensor,Tanium Performance,"Returns the count of events that occurred in a give duration for a given category. Categories: 'cpu', 'mem', 'disklat', 'diskcap', 'appcrash', 'syscrash', 'netlat', 'netoutage', 'wifisignal', 'boottime', 'logontime', '*'(all categories). 'ex. Event Category Match Count['24h', 'mem']"
Performance - Event Category Match Counts,Performance,Sensor,Tanium Performance,Returns bucketed counts of events for a category ID in a give duration.
Sample return values:,,,,
cpu 1-4,,,,
appcrash 9+,,,,
appcrash 1-4,,,,
Performance - Event Details,Performance,Sensor,Tanium Performance,Returns detailed information about Performance events occurring within a specified timeframe for a specific event category.
Performance - Event Match Counts,Performance,Sensor,Tanium Performance,Returns bucketed event count on Endpoint grouped by event type in a given duration.
EventType1 1-4,,,,
EventType2 9+,,,,
EventType2 1-4,,,,
Performance - Installed Profiles,Performance,Sensor,Tanium Performance,Returns a list of profile ids
Performance - Last Boot,Performance,Sensor,Tanium Performance,Details about the last boot. Includes duration in seconds and date. Health is determined based on duration.
Health Breakdown:,,,,
Poor: 61+,,,,
Fair: 31-60,,,,
Good: 0-30,,,,
Performance - Last Logon,Performance,Sensor,Tanium Performance,Details about the last logon. Includes duration in seconds and date. Health is determined based on duration.
Health Breakdown:,,,,
Poor: 181+,,,,
Fair: 121-180,,,,
Good: 0-120,,,,
Performance - Logon Metrics,Performance,Sensor,Tanium Performance,"Logon metrics that include count, average, maximum, and minimum values in seconds over a specified duration."
Performance - Process Metric Analysis,Performance,Sensor,Tanium Performance,"Performs a specified analysis (e.g. Avg) of a given process name, for a specific metric, over a certain number of hours."
Performance - Profile Versions,Performance,Sensor,Tanium Performance,"Returns the status (""Installed"", ""None Installed""), the profile id and the revision"
Performance - Startup Programs Count,Performance,Sensor,Tanium Performance,Return the number of programs configured to run on startup on the endpoint
Performance - System CPU Queue Length Metric Analysis,Performance,Sensor,Tanium Performance,Performs a specified analysis (e.g. Avg) of the CPU Queue Length metric over a certain number of hours.
Performance - System CPU Utilization Analysis,Performance,Sensor,Tanium Performance,Performs a specified analysis (e.g. Avg) of a specific CPU metric over a certain number of hours.
Performance - System Crashes,Performance,Sensor,Tanium Performance,Returns system crashes including bug check references over the specified duration.
Performance - System Disk Metric Analysis,Performance,Sensor,Tanium Performance,Performs a specified analysis (e.g. Avg) of a specific Disk metric over a certain number of hours.
Performance - System Memory Metric Analysis,Performance,Sensor,Tanium Performance,"Performs a specified analysis (e.g. Avg) of a specific Memory metric over a certain number of hours. Results are in bytes for most metrics. ""Memory Utilization"" is a percentage of total memory."
Performance - System Network Metric Analysis,Performance,Sensor,Tanium Performance,Performs a specified analysis (e.g. Avg) of a specific Network metric over a certain number of hours.
Performance - Top Process Metric Analysis,Performance,Sensor,Tanium Performance,"Returns the top x processes for a specified analysis (e.g. Avg), for a specific metric, over a certain number of hours."
Performance - Top Processes,Performance,Sensor,Tanium Performance,Returns top process for events within the duration specified. This means more than one can be returned but only one per event.
Performance - Trends Application Metric Analysis,Performance,Sensor,Tanium Performance,"Will return the utilization of a particular computer resource from UTC midnight until machine's current UTC time for a given application. This application is defined by a list of processes provided by the user. Currently supported are CPU normalized (total, user, and kernel) and Memory"
Performance - Trends Event Category Match Counts,Performance,Sensor,Tanium Performance,Returns bucketed counts of events for a category name since UTC midnight.
Sample return values:,,,,
CPU 1-4,,,,
Application Crashes 9+,,,,
Application Crashes 1-4,,,,
Performance - Trends Event Summary,Performance,Sensor,Tanium Performance,Returns Performance Event Summary for the past day.
Sample return values:,,,,
With Critical Events or Without Critical Events,,,,
Performance - Trends Process Metric Analysis,Performance,Sensor,Tanium Performance,"Will return the utilization of a particular computer resource from UTC midnight until machine's current UTC time for a given application. This application is defined by a list of processes provided by the user. Currently supported are CPU normalized (total, user, and kernel) and Memory"
Performance - Trends System Metric Analysis,Performance,Sensor,Tanium Performance,"Will return the utilization of a particular computer resource from UTC midnight until machine's current UTC time. Currently supported are CPU (total, user, and kernel) and Memory"
Performance - Trends Top Application Crashes,Performance,Sensor,Tanium Performance,Returns up to the top x applications that have crashed the most from UTC midnight until machine's current UTC time
Performance - Trends Top Process Metric Analysis,Performance,Sensor,Tanium Performance,"Returns up to the top x processes for a specified analysis (e.g. Avg), for a specific metric, from UTC midnight until machine's current UTC time"
Performance - Trends Top System Crashes,Performance,Sensor,Tanium Performance,Returns up to the top x bugcheck codes that have occurred the most from UTC midnight to current time.
Performance - TSDB Status,Performance,Sensor,Tanium Performance,"Returns information about the Tanium TSDB process on endpoints - version, space consumed, etc."
Performance - Zombie Counts,Performance,Sensor,Tanium Performance,Returns the most recent count of zombie processes and when it was collected (bucketed within 5m intervals). This count is collected every 4h and is capped at 1000.
